,maker,specific_origin,reference,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin,maker_location_latitude,maker_location_longitude,broad_origin_latitude,broad_origin_longitude
1138,Szanto Tibor,Santo Domingo,939,2012,70.0,Hungary,3.25,Blend,Dominican Republic,47.162494,19.503304,18.735693,-70.162651
1139,Bonnat,Gabon,1042,2013,75.0,France,3.25,Blend,Gabon,46.227638,2.213749,-0.803689,11.609444
1140,Bonnat,Haiti,629,2011,75.0,France,4.0,Blend,Haiti,46.227638,2.213749,18.971187,-72.285215
1141,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario, Criollo",Haiti,46.227638,2.213749,18.971187,-72.285215
1142,Guittard,Haiti,1053,2013,65.0,United States,2.75,Blend,Haiti,37.09024,-95.712891,18.971187,-72.285215
1143,K'ul,"Kafupbo,Petit Bourg,De Borgnes",1840,2016,70.0,United States,3.25,Blend,Haiti,37.09024,-95.712891,18.971187,-72.285215
1144,Sirene,Pisa,1650,2015,73.0,Canada,3.25,Blend,Haiti,56.130366,-106.346771,18.971187,-72.285215
1145,Soma,Noula Coop,817,2012,70.0,Canada,3.25,Blend,Haiti,56.130366,-106.346771,18.971187,-72.285215
1146,Artisan du Chocolat,Haiti,729,2011,72.0,United Kingdom,4.0,Blend,Haiti,55.378051,-3.435973,18.971187,-72.285215
1147,Minimal,"Acul,du,Nord,2015",1920,2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti,36.204824,138.252924,18.971187,-72.285215
1148,Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,Blend,Haiti,47.516231,14.550072,18.971187,-72.285215
1149,Bonnat,Jamaique,761,2011,75.0,France,3.25,Trinitario,Jamaica,46.227638,2.213749,18.109581,-77.297508
1150,Pralus,Jamaique,32,2006,75.0,France,4.0,Trinitario,Jamaica,46.227638,2.213749,18.109581,-77.297508
1151,Breeze Mill,Jamaica,1149,2013,70.0,United States,3.0,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1152,Fresco,"Jamaica,#209,Dominican Republic,SC",642,2011,70.0,United States,3.25,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1153,Fresco,"Jamaica,#210,Dominican Republic,MC",642,2011,70.0,United States,3.5,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1154,Fresco,"Jamaica,#204,Dominican Republic,SC",370,2009,80.0,United States,2.75,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1155,Fresco,"Jamaica,#206,Dominican Republic,LC",370,2009,70.0,United States,3.0,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1156,Fresco,"Jamaica,#205,Dominican Republic,MC",370,2009,70.0,United States,3.25,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1157,Guittard,Jamaica,1053,2013,65.0,United States,3.25,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1158,Oakland Chocolate Co.,Jamaica,478,2010,70.0,United States,2.5,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1159,Rogue,"Bachelor's Hall E,St Thomas Parish",1193,2013,75.0,United States,3.75,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1160,Rogue,Jamaica,213,2008,70.0,United States,2.75,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1161,Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,United States,2.0,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1162,Shark Mountain,Jamaica,1450,2015,72.0,United States,3.25,Trinitario,Jamaica,37.09024,-95.712891,18.109581,-77.297508
1163,Soma,"Bachelor's Hall E,St Thomas Parish",1177,2013,70.0,Canada,4.0,Trinitario,Jamaica,56.130366,-106.346771,18.109581,-77.297508
1164,Amedei,Jamaica,123,2007,70.0,Italy,3.0,Trinitario,Jamaica,41.87194,12.56738,18.109581,-77.297508
1165,Artisan du Chocolat,Jamaica,531,2010,72.0,United Kingdom,3.75,Trinitario,Jamaica,55.378051,-3.435973,18.109581,-77.297508
1166,Black River (A. Morin),Blue Mountain Region,1331,2014,70.0,United Kingdom,2.75,Trinitario,Jamaica,55.378051,-3.435973,18.109581,-77.297508
1167,Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,51.165691,10.451526,18.109581,-77.297508
1168,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Blend,Jamaica,39.399872,-8.224454,18.109581,-77.297508
1169,Bonnat,Ceylan,81,2006,75.0,France,3.0,Blend,Sri Lanka,46.227638,2.213749,7.873054,80.771797
1170,Svenska Kakaobolaget,Sri Lanka,1618,2015,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka,60.128161,18.643501,7.873054,80.771797
1171,Cacao Barry,Tanzania,300,2008,75.0,France,2.0,Blend,Tanzania,46.227638,2.213749,-6.369028,34.888822
1172,Pralus,Tanzania,105,2006,75.0,France,3.5,Criollo,Tanzania,46.227638,2.213749,-6.369028,34.888822
1173,Arete,Kokoa Kamili,1724,2016,70.0,United States,3.75,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1174,Askinosie,Mababa,1780,2016,68.0,United States,3.75,Trinitario,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1175,Askinosie,"Tenende,Uwate",647,2011,72.0,United States,3.75,Trinitario,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1176,Bellflower,"Kakao Kamili,Kilombero Valley",1800,2016,70.0,United States,3.5,"Criollo, Trinitario",Tanzania,37.09024,-95.712891,-6.369028,34.888822
1177,Blue Bandana,Kokoa Kamili,1752,2016,75.0,United States,3.5,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1178,Cao,Tanzania,1804,2016,73.0,United States,2.75,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1179,Dandelion,Tanzania,654,2011,70.0,United States,3.25,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1180,Dark Forest,Tanzania,1554,2015,70.0,United States,3.0,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1181,hexx,Tanzania,1546,2015,70.0,United States,2.75,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1182,Lake Champlain (Callebaut),Tanzania,327,2009,75.0,United States,2.5,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1183,Letterpress,Kokoa Kamili,1566,2015,70.0,United States,3.5,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1184,Map Chocolate,"Kakoa Kamili,Both Man,Bird,Beast",1610,2015,72.0,United States,3.0,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1185,Mast Brothers,Tanzania,1450,2015,74.0,United States,3.25,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1186,Middlebury,Kokoa Kamili,1538,2015,75.0,United States,3.25,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1187,Mutari,"Kokoa Kamili,batch 1 SRB",1896,2016,68.0,United States,2.75,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1188,Ohiyo,Tanzania,1598,2015,70.0,United States,3.0,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1189,Parliament,Kilombero Valley,1856,2016,70.0,United States,3.25,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1190,Upchurch,"Tanzania,Party Bar",1752,2016,72.0,United States,3.25,Blend,Tanzania,37.09024,-95.712891,-6.369028,34.888822
1191,Alexandre,"Makwale Village,Kyela",1944,2017,70.0,Netherlands,3.5,Forastero,Tanzania,52.132633,5.291266,-6.369028,34.888822
1192,Desbarres,"Kilombero,batch 41",1916,2016,72.0,Canada,2.5,Blend,Tanzania,56.130366,-106.346771,-6.369028,34.888822
1193,Palette de Bine,Kokoa Kamili,1574,2015,72.0,Canada,3.5,Blend,Tanzania,56.130366,-106.346771,-6.369028,34.888822
1194,Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,Blend,Tanzania,56.130366,-106.346771,-6.369028,34.888822
1195,Soul,Tanzania,1940,2017,80.0,Canada,3.5,Blend,Tanzania,56.130366,-106.346771,-6.369028,34.888822
1196,Domori,Morogoro,863,2012,70.0,Italy,3.5,Blend,Tanzania,41.87194,12.56738,-6.369028,34.888822
1197,Maglio,Africa,300,2008,75.0,Italy,2.0,Blend,Tanzania,41.87194,12.56738,-6.369028,34.888822
1198,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,United Kingdom,2.75,Blend,Tanzania,55.378051,-3.435973,-6.369028,34.888822
1199,Cravve,"Tanzania,batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,-25.274398,133.775136,-6.369028,34.888822
1200,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,Blend,Tanzania,-25.274398,133.775136,-6.369028,34.888822
1201,Fossa,"Kokoa Kamili Coop,Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,1.352083,103.819836,-6.369028,34.888822
1202,Zart Pralinen,"Kakao Kamili,Kilombero Valley",1824,2016,85.0,Austria,3.0,"Criollo, Trinitario",Tanzania,47.516231,14.550072,-6.369028,34.888822
1203,Zart Pralinen,"Kakao Kamili,Kilombero Valley",1824,2016,70.0,Austria,3.5,"Criollo, Trinitario",Tanzania,47.516231,14.550072,-6.369028,34.888822
1204,Omnom,"Kakao Kamili,Kilombero Valley",1816,2016,70.0,Iceland,3.75,Trinitario,Tanzania,64.963051,-19.020835,-6.369028,34.888822
1205,La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,46.227638,2.213749,12.262776,-61.604171
1206,L.A. Burdick (Felchlin),Grenada,576,2010,75.0,United States,3.25,Trinitario,Grenada,37.09024,-95.712891,12.262776,-61.604171
1207,Scharffen Berger,Camahogne,464,2010,68.0,United States,3.5,Trinitario,Grenada,37.09024,-95.712891,12.262776,-61.604171
1208,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,46.818188,8.227512,12.262776,-61.604171
1209,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,40.463667,-3.74922,12.262776,-61.604171
1210,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,40.463667,-3.74922,12.262776,-61.604171
1211,Soma,"Grenada,Black Science",676,2011,70.0,Canada,2.75,Trinitario,Grenada,56.130366,-106.346771,12.262776,-61.604171
1212,Amedei,Grenada,123,2007,70.0,Italy,3.5,Trinitario,Grenada,41.87194,12.56738,12.262776,-61.604171
1213,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,United Kingdom,2.25,Blend,Grenada,55.378051,-3.435973,12.262776,-61.604171
1214,Dormouse,Non Pariel Estate,1880,2016,75.0,United Kingdom,2.75,Trinitario,Grenada,55.378051,-3.435973,12.262776,-61.604171
1215,Pump Street Bakery,"Crayfish Bay Estate,2014",1502,2015,70.0,United Kingdom,3.5,Trinitario,Grenada,55.378051,-3.435973,12.262776,-61.604171
1216,Rococo (Grenada Chocolate Co.),"Gru Grococo,St Andrews",923,2012,66.0,United Kingdom,3.5,Trinitario,Grenada,55.378051,-3.435973,12.262776,-61.604171
1217,Seaforth,Grenada,1658,2015,70.0,United Kingdom,2.75,Blend,Grenada,55.378051,-3.435973,12.262776,-61.604171
1218,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,50.503887,4.469936,12.262776,-61.604171
1219,Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,51.165691,10.451526,12.262776,-61.604171
1220,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,12.262776,-61.604171,12.262776,-61.604171
1221,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,12.262776,-61.604171,12.262776,-61.604171
1222,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,12.262776,-61.604171,12.262776,-61.604171
1223,Naive,Grenada,867,2012,71.0,Lithuania,2.5,Trinitario,Grenada,55.169438,23.881275,12.262776,-61.604171
1224,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,46.227638,2.213749,7.946527,-1.023194
1225,Pralus,Ghana,40,2006,75.0,France,3.25,Forastero,Ghana,46.227638,2.213749,7.946527,-1.023194
1226,Valrhona,Nyangbo,395,2009,68.0,France,3.5,Forastero,Ghana,46.227638,2.213749,7.946527,-1.023194
1227,Bittersweet Origins,Ghana,963,2012,72.0,United States,3.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1228,Bittersweet Origins,Ankasa,256,2008,70.0,United States,3.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1229,Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,United States,3.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1230,Davis,Ghana,1093,2013,70.0,United States,2.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1231,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,United States,3.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1232,Fresco,"Ghana,#211,MR,MC",636,2011,74.0,United States,2.75,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1233,Jacque Torres,Trinatario Treasure,5,2006,71.0,United States,2.0,Trinitario,Ghana,37.09024,-95.712891,7.946527,-1.023194
1234,Mars,"Ghana,prototype",544,2010,65.0,United States,3.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1235,Nathan Miller,Ghana,1403,2014,70.0,United States,3.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1236,Noble Bean aka Jerjobo,Ghana,1295,2014,75.0,United States,3.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1237,Nuance,"Ghana,2013",1454,2015,70.0,United States,3.75,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1238,Olive and Sinclair,Ghana prototype,486,2010,72.0,United States,3.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1239,Scharffen Berger,Asante,336,2009,65.0,United States,4.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1240,Sjolinds,Ghana,1454,2015,70.0,United States,2.75,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1241,Snake & Butterfly,Ghana,693,2011,67.0,United States,1.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1242,TCHO,"Chocolatey,beta",199,2008,70.0,United States,2.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1243,Theo,"Ghana,Kumasi",184,2007,84.0,United States,3.0,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1244,Vanleer (Barry Callebaut),Manhattan,963,2012,72.0,United States,2.5,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1245,Vanleer (Barry Callebaut),Napa,963,2012,65.0,United States,2.75,Forastero,Ghana,37.09024,-95.712891,7.946527,-1.023194
1246,Wm,"Ghana,2013,batch 129",1916,2016,75.0,United States,3.75,Blend,Ghana,37.09024,-95.712891,7.946527,-1.023194
1247,Amatller (Simon Coll),Ghana,322,2009,70.0,Spain,3.0,Forastero,Ghana,40.463667,-3.74922,7.946527,-1.023194
1248,Amatller (Simon Coll),Ghana,464,2009,85.0,Spain,3.0,Forastero,Ghana,40.463667,-3.74922,7.946527,-1.023194
1249,Soma,Africa,377,2009,70.0,Canada,3.5,Forastero,Ghana,56.130366,-106.346771,7.946527,-1.023194
1250,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,41.87194,12.56738,7.946527,-1.023194
1251,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,50.503887,4.469936,7.946527,-1.023194
1252,Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,51.165691,10.451526,7.946527,-1.023194
1253,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,51.165691,10.451526,7.946527,-1.023194
1254,Whittakers,Ghana,733,2011,72.0,New Zealand,2.5,Forastero,Ghana,-40.900557,174.885971,7.946527,-1.023194
1255,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,51.919438,19.145136,7.946527,-1.023194
1256,Omanhene,Ghana,693,2011,80.0,Ghana,2.75,Forastero,Ghana,7.946527,-1.023194,7.946527,-1.023194
1257,Pralus,"Java,Indonesie",32,2006,75.0,France,3.5,Criollo,Indonesia,46.227638,2.213749,-0.789275,113.921327
1258,Amano,"Bali,Jembrana",304,2008,70.0,United States,2.75,Blend,Indonesia,37.09024,-95.712891,-0.789275,113.921327
1259,Bittersweet Origins,"Bali,Singaraja",478,2010,75.0,United States,3.25,Blend,Indonesia,37.09024,-95.712891,-0.789275,113.921327
1260,Bittersweet Origins,"Bali,Singaraja",558,2010,65.0,United States,2.75,Blend,Indonesia,37.09024,-95.712891,-0.789275,113.921327
1261,Middlebury,"Balinese,Java",887,2012,70.0,United States,2.5,Criollo,Indonesia,37.09024,-95.712891,-0.789275,113.921327
1262,Molucca,Indonesia,1618,2015,70.0,United States,2.75,Blend,Indonesia,37.09024,-95.712891,-0.789275,113.921327
1263,Akesson's (Pralus),"Bali ,west,Sukrama Family,Melaya area",636,2011,75.0,Switzerland,3.75,Trinitario,Indonesia,46.818188,8.227512,-0.789275,113.921327
1264,Beschle (Felchlin),"Java,Grand Cru",508,2010,64.0,Switzerland,3.5,Blend,Indonesia,46.818188,8.227512,-0.789275,113.921327
1265,Soma,Java,1030,2013,70.0,Canada,3.25,Criollo,Indonesia,56.130366,-106.346771,-0.789275,113.921327
1266,Domori,"Java,Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,41.87194,12.56738,-0.789275,113.921327
1267,Artisan du Chocolat,Bali,600,2010,72.0,United Kingdom,3.5,Blend,Indonesia,55.378051,-3.435973,-0.789275,113.921327
1268,Artisan du Chocolat,Java,355,2009,72.0,United Kingdom,2.75,Trinitario,Indonesia,55.378051,-3.435973,-0.789275,113.921327
1269,Willie's Cacao,"Java,Indonesian Black",1109,2013,100.0,United Kingdom,2.25,Blend,Indonesia,55.378051,-3.435973,-0.789275,113.921327
1270,Willie's Cacao,Java,593,2010,69.0,United Kingdom,3.75,Blend,Indonesia,55.378051,-3.435973,-0.789275,113.921327
1271,Benoit Nihant,"Bali,Sukrama Bros Farm,Melaya,62hr C",757,2011,72.0,Belgium,4.0,Trinitario,Indonesia,50.503887,4.469936,-0.789275,113.921327
1272,Pierre Marcolini,"Kendem Lembu,Java",93,2006,72.0,Belgium,3.0,Criollo,Indonesia,50.503887,4.469936,-0.789275,113.921327
1273,Pralus,Vanuatu,40,2006,75.0,France,3.0,Trinitario,Vanuatu,46.227638,2.213749,-15.376706,166.959158
1274,Soma,"Espiritu Santo,'Smoke Monster'",1307,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu,56.130366,-106.346771,-15.376706,166.959158
1275,Cravve,"Vanuatu,batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,-25.274398,133.775136,-15.376706,166.959158
1276,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,-25.274398,133.775136,-15.376706,166.959158
1277,Matale,"Malekula P,2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,-25.274398,133.775136,-15.376706,166.959158
1278,Spencer,Malekula Island,1434,2014,72.0,Australia,2.75,Trinitario,Vanuatu,-25.274398,133.775136,-15.376706,166.959158
1279,Kakao,Vanuatu,387,2009,65.0,Germany,3.75,Trinitario,Vanuatu,51.165691,10.451526,-15.376706,166.959158
1280,Altus aka Cao Artisan,Momotombo,1728,2016,60.0,United States,2.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1281,Arete,Rugoso,1904,2016,70.0,United States,3.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1282,Arete,Chuno,1598,2015,70.0,United States,4.0,"Criollo, Trinitario",Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1283,Bisou,"Nicaragua,American style",1482,2015,76.0,United States,2.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1284,Black Mountain,Matiguas,256,2008,70.0,United States,3.0,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1285,Brasstown aka It's Chocolate,"O'payo,Waslala",1868,2016,70.0,United States,3.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1286,Castronovo,Nicaragua,1109,2013,72.0,United States,3.25,Trinitario,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1287,Chocolate Con Amor,Nicaragua,1768,2016,80.0,United States,2.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1288,French Broad,Matagalpa,1295,2014,68.0,United States,3.25,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1289,Goodnow Farms,"El Carmen,batch 1003",1924,2016,77.0,United States,3.25,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1290,Guittard,Nicaragua,1053,2013,65.0,United States,2.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1291,L'Amourette,Rugoso,1784,2016,80.0,United States,3.5,Trinitario,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1292,Love Bar,Nicaragua,1502,2015,75.0,United States,2.0,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1293,Map Chocolate,"A case of the Xerces Blues,triple roast",1606,2015,70.0,United States,3.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1294,Meadowlands,"Nicaragua,w,inbs",1291,2014,70.0,United States,3.0,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1295,Middlebury,"Matagalpa,Cacao Bisiesto",1538,2015,70.0,United States,3.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1296,Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,United States,3.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1297,Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,United States,3.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1298,Pitch Dark,Tenor,1506,2015,62.0,United States,2.5,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1299,Pitch Dark,Johe,1506,2015,80.0,United States,2.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1300,Pitch Dark,Chuno,1510,2015,80.0,United States,2.75,"Criollo, Trinitario",Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1301,Pitch Dark,Nicalizo,1510,2015,80.0,United States,2.75,Trinitario,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1302,Pitch Dark,Rugoso,1510,2015,80.0,United States,3.25,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1303,Sjolinds,Nicaragua,1462,2015,72.0,United States,3.0,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1304,Somerville,Nicaragua,1367,2014,70.0,United States,3.25,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1305,Starchild,Rio Tuma,1692,2015,70.0,United States,3.0,Trinitario (Amelonado),Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1306,Undone,Matagalpa,1438,2014,74.0,United States,2.75,Blend,Nicaragua,37.09024,-95.712891,12.865416,-85.207229
1307,Alexandre,"La Dalia,Matagalpa",1944,2017,70.0,Netherlands,3.5,"Criollo, Trinitario",Nicaragua,52.132633,5.291266,12.865416,-85.207229
1308,Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,56.130366,-106.346771,12.865416,-85.207229
1309,organicfair,Nicaraqua,1165,2013,72.0,Canada,2.75,Trinitario,Nicaragua,56.130366,-106.346771,12.865416,-85.207229
1310,Soma,"Chuno,San Jose de Bocay,Pantasma R,BS",1828,2016,70.0,Canada,3.75,Trinitario,Nicaragua,56.130366,-106.346771,12.865416,-85.207229
1311,Soma,"La Tronca,Matagalpa",1227,2014,70.0,Canada,3.5,Blend,Nicaragua,56.130366,-106.346771,12.865416,-85.207229
1312,Soma,La Dalia,1307,2014,70.0,Canada,3.25,Trinitario,Nicaragua,56.130366,-106.346771,12.865416,-85.207229
1313,Damson,O'Payo,1666,2015,70.0,United Kingdom,2.75,Blend,Nicaragua,55.378051,-3.435973,12.865416,-85.207229
1314,Doble & Bignall,Johe,1407,2014,72.0,United Kingdom,3.5,"Criollo, Trinitario",Nicaragua,55.378051,-3.435973,12.865416,-85.207229
1315,Duffy's,"Chuno,Xoco",1331,2014,70.0,United Kingdom,3.5,Criollo,Nicaragua,55.378051,-3.435973,12.865416,-85.207229
1316,Duffy's,"Rico Rugoso,Xoco",1331,2014,76.0,United Kingdom,3.75,Criollo,Nicaragua,55.378051,-3.435973,12.865416,-85.207229
1317,Duffy's,"Nicaliso,Xoco",697,2011,71.0,United Kingdom,3.25,Criollo,Nicaragua,55.378051,-3.435973,12.865416,-85.207229
1318,Friis Holm,"Rugoso,Bad Fermentation",1912,2016,70.0,Denmark,3.5,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1319,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1320,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1321,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1322,Friis Holm (Bonnat),"Barba,Xoco",1034,2013,70.0,Denmark,3.25,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1323,Friis Holm (Bonnat),"Medagla,Xoco",1034,2013,70.0,Denmark,3.5,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1324,Friis Holm (Bonnat),"Chuno,triple turned,Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785,12.865416,-85.207229
1325,Friis Holm (Bonnat),"Chuno,double turned,Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785,12.865416,-85.207229
1326,Friis Holm (Bonnat),"Rugoso,Xoco",923,2012,70.0,Denmark,3.75,Blend,Nicaragua,56.26392,9.501785,12.865416,-85.207229
1327,Friis Holm (Bonnat),"Johe,Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,56.26392,9.501785,12.865416,-85.207229
1328,Friis Holm (Bonnat),"Chuno,Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,56.26392,9.501785,12.865416,-85.207229
1329,Friis Holm (Bonnat),"Nicaliso,Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,56.26392,9.501785,12.865416,-85.207229
1330,Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,Blend,Nicaragua,51.919438,19.145136,12.865416,-85.207229
1331,Mesocacao,"La Tronca,Matagalpa",1351,2014,70.0,Honduras,3.25,Blend,Nicaragua,15.199999,-86.241905,12.865416,-85.207229
1332,Mesocacao,"La Tronca,Matagalpa",1351,2014,80.0,Honduras,3.5,Blend,Nicaragua,15.199999,-86.241905,12.865416,-85.207229
1333,Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,Blend,Nicaragua,12.865416,-85.207229,12.865416,-85.207229
